experiment,group,metric,mean,std
h6_likelihood,novel,trivial_roc_auc,0.9513855,0.0018485233295796068
h6_likelihood,novel,trivial_pr_auc,0.10828883229819793,0.001730542196771786
h6_likelihood,novel,trivial_top1pct_tp,227.0,7.0710678118654755
h6_likelihood,novel,trivial_top1pct_precision,0.11237623762376239,0.0035005286197353864
h6_likelihood,novel,two_stage_roc_auc,0.98988147325,0.0017766933829433753
h6_likelihood,novel,two_stage_pr_auc,0.9555557380018204,0.009005607200799508
h6_likelihood,novel,two_stage_top1pct_tp,1830.6,37.86079766724415
h6_likelihood,novel,two_stage_top1pct_precision,0.9062376237623763,0.018742969142200052
h6_likelihood,fleet_residual,lik_lam0.5_roc_auc,0.9026531083030671,0.04529473553705674
h6_likelihood,fleet_residual,lik_lam0.5_pr_auc,0.09277290398877056,0.09528368764035051
h6_likelihood,fleet_residual,lik_lam0.5_top1pct_tp,15.2,30.400000000000002
h6_likelihood,fleet_residual,lik_lam0.5_top1pct_precision,0.07004608294930875,0.1400921658986175
h6_likelihood,fleet_residual,lik_lam0.5_two_stage_roc_auc,0.4603446179401994,0.002147917848107237
h6_likelihood,fleet_residual,lik_lam0.5_two_stage_pr_auc,0.009900990099009901,0.0
h6_likelihood,fleet_residual,lik_lam0.5_two_stage_top1pct_tp,0.0,0.0
h6_likelihood,fleet_residual,lik_lam0.5_two_stage_top1pct_precision,0.0,0.0
h6_likelihood,fleet_residual,lik_lam0.9_roc_auc,0.9601402700082943,0.018512051859430848
h6_likelihood,fleet_residual,lik_lam0.9_pr_auc,0.3386481547125224,0.21240205160145595
h6_likelihood,fleet_residual,lik_lam0.9_top1pct_tp,72.4,40.077924097937014
h6_likelihood,fleet_residual,lik_lam0.9_top1pct_precision,0.38105410074114376,0.17823371310874475
h6_likelihood,fleet_residual,lik_lam0.9_two_stage_roc_auc,0.4603446179401994,0.002147917848107237
h6_likelihood,fleet_residual,lik_lam0.9_two_stage_pr_auc,0.009900990099009901,0.0
h6_likelihood,fleet_residual,lik_lam0.9_two_stage_top1pct_tp,0.0,0.0
h6_likelihood,fleet_residual,lik_lam0.9_two_stage_top1pct_precision,0.0,0.0
h6_likelihood,fleet_residual,lik_lam1.0_roc_auc,0.968436668695896,0.01662171731575953
h6_likelihood,fleet_residual,lik_lam1.0_pr_auc,0.5352863501504566,0.19295056347438694
h6_likelihood,fleet_residual,lik_lam1.0_top1pct_tp,100.2,33.79585773434372
h6_likelihood,fleet_residual,lik_lam1.0_top1pct_precision,0.533648344126085,0.1439968870065539
h6_likelihood,fleet_residual,lik_lam1.0_two_stage_roc_auc,0.4603446179401994,0.002147917848107237
h6_likelihood,fleet_residual,lik_lam1.0_two_stage_pr_auc,0.009900990099009901,0.0
h6_likelihood,fleet_residual,lik_lam1.0_two_stage_top1pct_tp,0.0,0.0
h6_likelihood,fleet_residual,lik_lam1.0_two_stage_top1pct_precision,0.0,0.0
h6_likelihood,fleet_residual,mp_raw_roc_auc,0.9565818995065325,0.014174504610429708
h6_likelihood,fleet_residual,mp_raw_pr_auc,0.5158962343869382,0.11752971656025181
h6_likelihood,fleet_residual,mp_raw_top1pct_tp,91.0,22.67156809750927
h6_likelihood,fleet_residual,mp_raw_top1pct_precision,0.4930987393074374,0.11564059741902476
